Sr No,Raga Name,Archive No.,Audio_Number,Remarks,Artist Hindustani Music,Artist Others,Singer,Instrument,Vocals,Type,Accompanist,Raga,Tala,Bol,Gharana,Doha,Kaand,Compositions,Occasion,Participants,Director,Producer,Composer,Narrator,Lyricist,Episode,First Line of Song,Items,State / Region,Performers Conductor,Creation Date,Modification Date,Modified By,Track Count,Track Version Count,number of 30 second files,,
379,Paraj,IN-AIR-DSA-GT-M00-024359,12311-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANJU SHAH KULKARNI  PATIL,,,MANJU SHAH KULKARNI  PATIL,,,Vocal," TABLA-  VINOD GANGADHAR LELE, 	  HARMONIUM-  ZAMIR AHMED,  TANPURA- PUNITA BABA & SAVITA SHARMA",PARAJ (NIGHT),TEEN TAL,PAWAN CHALAT ALKINO CHANDRA KE,,,,,AKASHWANI SANGEET SAMMELAN 2009 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 02,PAWAN CHALAT ALKINO CHANDRA KE,,JALANDHAR,,08-06-2015 14:54,08-06-2015 14:54,Ingest,1,1,32,,
380,Khamaj,IN-AIR-DSA-GT-M00-024775,13069-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI NEELA RAMGOPAL,CUT- 02",,,VIDUSHI NEELA RAMGOPAL,,VOCAL RECITAL,Vocal," VIOLIN-  MYSORE V. SRIKANTH ,MRIDANGAM: - ARJUN KUMAR ,KHANJIRA: - G. GURUPRASANNA",KHAMAJ (NIGHT),KHAND CHAPU,AVTARU RAGHUPATI,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,BANGLORE,,18-06-2015 14:13,30-05-2019 12:54,Manager,1,1,13,,
381,Paraj_kalingda,IN-AIR-DSA-GT-M00-024552,12349-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY USTAD ASLAM KHAN, CUT- 01",ASLAM HUSSAIN KHAN (VOCAL),,USTAD ASLAM KHAN,,VOCAL RECITAL,Vocal," TABLA-  SHRI ANISH PRADHAN,   HARMONIUM-  SHRI SUDHIR NAYAK",PARAJ KALINGDA (MORNING),JHAPTAL,SOTE SOTE NINDIYA JAGAYEE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,MUMBAI,,09-06-2015 14:57,09-06-2015 14:57,Ingest,1,1,21,,
382,Paraj_kalingda,IN-AIR-DSA-GT-M00-024326,12207-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY ARUN KASHALKAR,ARUN KASHALKAR (VOCAL),,ARUN KASHALKAR,,,Vocal," TABLA-  JAYANT NAYK,   HARMONIUM-  JAYANT PHARKE",PARAJ KALINGDA (MORNING),TEEN TAL,BALAM HO MAHARA DE HO KAJRA,,,,,SPECIAL PROGRAMME OF MUSIC,,,,,,,PART 03,BALAM HO MAHARA DE HO KAJRA,,DELHI,,05-06-2015 15:29,05-06-2015 15:29,Ingest,1,1,14,,
383,Madhukauns,IN-AIR-DSA-GT-M00-032576,14572-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHARAD SUTAWANE,SHARAD SUTAVANE (VOCAL),,,,,Vocal, TABLA-   OMKAR GULWADI   HARMONIUM-   VISHWA NATH KANKARE,MADHUKAUNS (NIGHT),EK TAL,AB NA SATAWO SAIYYA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,27-07-2015 15:54,27-07-2015 15:54,Ingest,1,1,57,,
384,Pilu,IN-AIR-DSA-GT-M00-024346,12271-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY KOYAL DAS GUPTA,,,KOYAL DAS GUPTA,,,Vocal," TABLA-  PARIMAL CHAKRABORTY,   HARMONIUM-  HIRAMMOY MITRA",PILU (EVENING),,,,,,KAJRI,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,,,KOLKATA,,08-06-2015 12:56,08-06-2015 12:56,Ingest,1,1,19,,
385,Jaijaiwanti,IN-AIR-DSA-GT-M00-032480,14353-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHANTANU BHATTACHARYA,,,,,,Vocal, TABLA-   SAMAR SAHA  HARMONIUM-  HIRANMAY MITRA  SARANGI-  RAMESH MISHRA,JAIJAIWANTI (NIGHT),EK TAL,LAL MOSE PREET,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,22-07-2015 14:59,22-07-2015 14:59,Ingest,1,1,72,,
386,Puriya,IN-AIR-DSA-GT-M00-024412,12656-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RATAN MOHAN SHARMA,,,RATAN MOHAN SHARMA,,,Vocal," TABLA-  KALI NATH MISHRA,   HARMONIUM-   NIRANJAN LELE",PURIYA (EVENING),EK TAL,PHOOLAN KEHARVA,MEWATI,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,PHOOLAN KEHARVA,,MUMBAI,,12-06-2015 13:00,03-07-2015 15:49,Manager,1,1,77,,
387,Puriya_dhanashri,IN-AIR-DSA-GT-M00-032516,14419-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,MANI PRASAD (VOCAL),,,,,Vocal,,PURIYA DHANASHRI (EVENING),TEEN TAL,ALBELI GHUNGHAT KHOL GHUNGHAT MEIN TORE CHANDRA BIRAJE.,,,,DRUT GAT,SPECIAL RECORDING FOR AIR,,,,,,,CUT-02,,,,,23-07-2015 15:08,23-07-2015 15:08,Ingest,1,1,9,,
388,Puriya,IN-AIR-DSA-GT-M00-024028,11214-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PURVI PARIKH,,,PURVI PARIKH,,,Vocal,"TABLA-  ANUTOSH DEGARIYA,  SARANGI- FAROOQ KHAN,  HARMONIUM-  NIRANJAN LELE",PURIYA (EVENING),EK TAL,AWANA KO CHAL WAYYA,,,,,RAVIVARSIYE SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,AWANA KO CHAL WAYYA,,MUMBAI,,18-05-2015 12:38,18-05-2015 12:38,Ingest,1,1,85,,
389,Gorakh_kalyan,IN-AIR-DSA-GT-M00-032494,14384-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,GORAKH KALYAN (NIGHT),,DHAN DHAN DHYO SAB MIL MANGAL GAO.,,,,,SPECIAL RECORDING FOR AIR ARCHIVES.,,,,,,,CUT-04,,,,,23-07-2015 11:06,23-07-2015 11:06,Ingest,1,1,10,,
390,Puriya_dhanashri,IN-AIR-DSA-GT-M00-024048,11219-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHRI BALACHANDRA NAKOD,BALACHANDRA NAKOD (VOCAL),,SHRI BALACHANDRA NAKOD,,,Vocal," TABLA-  SHRI RAGHAVENDRA NAKOD,   HARMONIUM-  DR. PANCHAKSHARI, HIREMATH,  VIOLIN- SHRI SHANKAR T.KABADI",PURIYA DHANASHRI (EVENING),EK TAL,CHAYANDRA JAGDA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,CHAYANDRA JAGDA,,DHARWAD,,18-05-2015 12:58,18-05-2015 12:58,Ingest,1,1,61,,
391,Sohni,IN-AIR-DSA-GT-M00-032526,14431-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,SOHINI (NIGHT),,AE RE YASODHA TERO SO,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-04,,,,,23-07-2015 16:06,23-07-2015 16:06,Ingest,1,1,9,,
392,Surdasi_malhar,IN-AIR-DSA-GT-M00-026108,15093-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY FAIYAZ WASIFUDDIN DAGAR- CUT 01,,,,,VOCAL RECITAL,Vocal,,N/A (),,NA MARO PICHKARI,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,1,NA MARO PICHKARI,VOCAL,DELHI,,05-08-2015 16:20,05-08-2015 16:20,Ingest,1,1,29,,
393,Puriya_kalyan,IN-AIR-DSA-GT-M00-024187,11691-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SULOCHANA BRIHASPATI,SULOCHANA BRIHASPATI (Vidushi) (VOCAL),,VIDUSHI SULOCHANA BRIHASPATI,,,Vocal,"TABLA-  SUDHIR PANDAY,  SARANGI-  ASIF ALI KHAN",PURIYA KALYAN (EVENING),EK TAL,PIYA KE DARAS KO ATI AKULANE,,,,,AKASHWANI SANGEET SAMMELAN SEPTEBER 2013 BEFORE INVITED AUDIENCE AT K L SEHGAL MEMORIAL HALL JALLANDHAR,,,,,,,PART 01,PIYA KE DARAS KO ATI AKULANE,,JALANDHAR,,27-05-2015 11:53,27-05-2015 11:53,Ingest,1,1,56,,
394,Malkauns,IN-AIR-DSA-GT-M00-027139,15134-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY MUJAHID HUSSAIN KHAN, CUT- 01",,,MUJAHID HUSSAIN KHAN,,VOCAL RECITAL,Vocal,"TABLA- PARDEEP SARKAR,  SARANGI- LIYQAT ALI KHAN, HARMONIUM- ZAMIR KHAN",MALKAUNS (NIGHT),EK TAL,JAMAAL KAMAAL SABAN MAIN TERO,,,,,AKASHWANI SNGEET  SAMMELAN,,,,,,,,,,GUJRAT,,06-08-2015 11:34,06-08-2015 11:34,Ingest,1,1,57,,
395,Puriya_kalyan,IN-AIR-DSA-GT-M00-024860,12864-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY D. KUMAR DAS,D. KUMAR DAS (VOCAL),,D. KUMAR DAS,,,Vocal," TABLA-   PT. RAGHUNATH NAKOD,   HARMONIUM-  DR. PANCHAKSHIRI HIREMATH",PURIYA KALYAN (EVENING),EK TAL,AAJ SO BANA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,AAJ SO BANA,,DHARWAD,,16-06-2015 12:44,16-06-2015 12:44,Ingest,1,1,61,,
396,Puriya_kalyan,IN-AIR-DSA-GT-M00-024146,11550-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHRI ARNAB CHATTERJEE,,,SHRI ARNAB CHATTERJEE,,,Vocal," TABLA-  SHRI SUBHANKAR BANERJEE,   HARMONIUM-  SHRI SOHAN LAL  SHARMA",PURIYA KALYAN (EVENING),EK TAL,AAJ RANGILE Y LAL,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,AAJ RANGILE Y LAL,,KOLKATA,,25-05-2015 12:28,25-05-2015 12:28,Ingest,1,1,61,,
397,Puriya_kalyan,IN-AIR-DSA-GT-M00-025042,11073-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY K.V. NANDA KUMAR,CUT- 01",,,K.V. NANDA KUMAR,,VOCAL RECITAL,Vocal," TABLA-  PT.  RAVINDRA YAVGAL ,  VIOLIN-   C.N. CHANDRA SHEKHAR ,  HARMONIUM-  DR. RAVINDRA KATOTI",PURIYA KALYAN (EVENING),TEEN TAL,TUM HO JAG KE AADHAR,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAM OF MUSIC,,,,,,,PART 1,,,BANGALORE,,14-05-2015 12:59,14-05-2015 12:59,Ingest,1,1,63,,
398,Puriya_kalyan,IN-AIR-DSA-GT-M00-027006,14830-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SARATHY CHATTERJI,SARATHI CHATTERJI (VOCAL),,SARATHY CHATTERJI,,VOCAL RECITAL,Vocal," TABLA-   SHAILENDRA MISHRA,   HARMONIUM-   PAROMITHA MUKERJEE",PURVA KALYAN (EVENING),EK TAL,"HOVAN LAAGI SHAANJH, MOHE PIYA BIN REN ANDHERI",,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 01,"HOVAN LAAGI SHAANJH, MOHE PIYA BIN REN ANDHERI",,HIMACHAL PRADESH,,31-07-2015 15:15,31-07-2015 15:15,Ingest,1,1,63,,
399,Puriya_kalyan,IN-AIR-DSA-GT-M00-024211,11801-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHRI GANPATI BHATT,GANAPATI BHAT (VOCAL),,SHRI GANPATI BHATT,,,Vocal,"  HARMONIUM-  DR. PANCHAKSHRI HIREMATH,  TABLA-  SHRI GOPALAKRISHNA HEGDE",PURIYA KALYAN (EVENING),EK TAL,AAJ SOBANA,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,AAJ SOBANA,,DHARWAD,,01-06-2015 12:20,01-06-2015 12:20,Ingest,1,1,71,,
400,Rageshree,IN-AIR-DSA-GT-M00-024487,12022-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SHRI RAJINDER SINGH, CUT- 02",,,SHRI RAJINDER SINGH,,VOCAL RECITAL,," TABLA-  SHRI GLADWIN CHARLES,   HARMONIUM-  SHRI MANU MAHARAJ,  SARANGI-  SHRI USTAD R",RAGESHRI (NIGHT),TEEN TAL,DHAN DHAN BHAG,,,,MADHYALAYA GAT,AKASHWANI SANGEET SAMMELAN- 2009 (SPECIAL PROGRMME OF MUSIC),,,,,,,,,,JAIPUR,,04-06-2015 10:57,04-06-2015 10:57,Ingest,1,1,27,,
401,Dagori,IN-AIR-DSA-GT-M00-027035,14963-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SHRUTI SADOLIKAR, RAGA- DAGORI",SHRUTI SADOLIKAR (VOCAL),,SHRUTI SADOLIKAR,,VOCAL RECITAL,Vocal," TABLA-   RAVINATH MISHRA,   HARMONIUM-   MOHAN MUNGRE,  SARANGI-  VINOD KUMAR MISHRA",N/A (),ROOPAK,AAIRI BEER MOHAN,,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 01,AAIRI BEER MOHAN,,MADHYA PRADESH,,04-08-2015 12:00,04-08-2015 12:00,Ingest,1,1,43,,
402,Rageshree,IN-AIR-DSA-GT-M00-024245,11897-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANDIRA LAHIRI,,,MANDIRA LAHIRI,,,Vocal," TABLA-  USTAD SABIR KHAN,   HARMONIUM-  HIRANMOY MITRA",RAGESHRI (NIGHT),EK TAL,MAN MITWA KE PAAS,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,MAN MITWA KE PAAS,,KOLKATA,,02-06-2015 16:06,02-06-2015 16:06,Ingest,1,1,57,,
403,Mian_ki_todi,IN-AIR-DSA-GT-M00-032529,14435-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,MIAN KI TODI (MORNING),TEEN TAL,NI WE MEIN MATLAB PUCHH LIYA.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-07,,,,,23-07-2015 16:27,23-07-2015 16:27,Ingest,1,1,8,,
404,Madhukauns,IN-AIR-DSA-GT-M00-024808,13207-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY BALDEV SHARAN NARANG, CUT- 01",,MEETA PANDIT,BALDEV SHARAN NARANG,,VOCAL RECITAL,Vocal, TABLA-  KALE RAM   HARMONIUM-  MAHMOOD DHAULPURI  SARANGI-  SHAMINDER PAL SINGH  TANPURA- TEJINDER SINGH &,MADHUKAUNS (NIGHT),TEEN TAL,DARAS DIKHAVO MORE BALMA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,JALANDHAR,,23-06-2015 10:40,23-06-2015 10:40,Ingest,1,1,28,,
405,Jog_kauns,IN-AIR-DSA-GT-M00-024927,13059-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANGALA JOSHI,,,MANGALA JOSHI,,VOCAL RECITAL,Vocal," TABLA-  MANAMOHAN KUMBHARE,   HARMONIUM-  TUKARAM BUGAD,  TANPURA- HRISHIKESH BODAS",JOG KAUNS (NIGHT),EK TAL,SUGHAR BHAR PAYA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,SUGHAR BHAR PAYA,,SANGLI,,18-06-2015 12:47,18-06-2015 12:47,Ingest,1,1,67,,
406,Aheer_bhairav,IN-AIR-DSA-GT-M00-032376,13965-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,,,,,,Vocal,,AHEER BHAIRAV (MORNING),,"RANAN MORE GHAR AAYE , BHOR HOT JAB HARI PIYA AAYE.",,,,,,,,,,,,CUT-02,,,,,09-07-2015 15:43,09-07-2015 15:43,Ingest,1,1,10,,
407,Sampoorna_malkauns,IN-AIR-DSA-GT-M00-024011,11082-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIJAYA JADHAV,,,VIJAYA JADHAV,,,Vocal," TABLA-  RAJENDRA ANTARKER,   HARMONIUM-  SUDHEER NAYAK",SAMPOORNA MALKAUNS (NIGHT),TEEN TAL,BARAJ RAHI,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,BARAJ RAHI,,MUMBAI,,14-05-2015 15:06,14-05-2015 15:06,Ingest,1,1,70,,
408,Sampoorna_malkauns,IN-AIR-DSA-GT-M00-024336,12252-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SUKHADEV CHATURVEDI,SUKHDEV BIHARI CHATURVEDI (VOCAL),,SUKHADEV CHATURVEDI,,,Vocal," PAKHAWAJ- MANIK MUNDE,  SARANGI- ANWAR HUSSAIN",SAMPOORNA MALKAUNS (NIGHT),CHAUTAL,PRATHAM MANI ONKAR,,,,DHRUPAD,NATIONAL PROGRAMME OF MUSIC,,,,BAIJU BAWRA,,,PART 01,PRATHAM MANI ONKAR,,MUMBAI,,08-06-2015 12:00,08-06-2015 12:00,Ingest,1,1,88,,
409,Saraswati,IN-AIR-DSA-GT-M00-024289,12075-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RAJENDRA SINGH,,,RAJENDRA SINGH,,,Vocal,"TABLA-  VINOD LELE, HAMONIUM- PAROMITA MUKHERJEE",SARASWATI (NIGHT),TEEN TAL,,,,,MADHYALAYA GAT,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 02,,,DELHI,,04-06-2015 14:35,04-06-2015 14:35,Ingest,1,1,29,,
410,Asavari,IN-AIR-DSA-GT-M00-026311,16337-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. PREM KUMAR MALIK- CUT 02,PREM KUMAR MALLIK (VOCAL),,,,VOCAL RECITAL,Dhrupad Dhamar," PAKHAWAJ-  TAPUS DAS,  SARANGI-  VINOD MISHRA",ASAVARI (MORNING),,,DARBHANGA,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,EPISOD- 01,,VOCAL,AGARTALA,,24-08-2015 15:31,24-08-2015 15:31,Ingest,1,1,37,,
411,Saraswati,IN-AIR-DSA-GT-M00-024155,11595-1-1.wav,HINDUSTANI CLASSICAL VOCAL DUET BY RAJESH MISHR AND GEETESH MISHR,,,RAJESH MISHRA & GEETESH MISHR,,,Vocal Duet," TABLA-  SUDHIR PANDEY,   HARMONIUM-  VINAY MISHR,  SARANGI- BHARAT BHUSHAN",SARASWATI (NIGHT),JHAPTAL,MANO ARAJ,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,MANO ARAJ,,DELHI,,26-05-2015 10:40,26-05-2015 12:59,Manager,1,1,47,,
412,Kaunsi_kanada,IN-AIR-DSA-GT-M00-024904,13010-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDYA DHAR PRASAD MISHRA,,,VIDYA DHAR PRASAD MISHRA,,,Vocal," TABLA-  PURAN KUMAR MISHRA,   HARMONIUM-  SHAMSHAD AHMED KHAN",KAUSHIK KANADA (NIGHT),EK TAL,TU HI KARTAR,,,,VILAMBIT KHAYAL,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,TU HI KARTAR,,ALLAHABAD,,17-06-2015 15:30,17-06-2015 15:30,Ingest,1,1,51,,
413,Saraswati,IN-AIR-DSA-GT-M00-024119,11480-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PARMESHWAR HEGDE,PARMESHWAR HEGDE (VOCAL),,PARMESHWAR HEGDE,,,Vocal," TABLA-  VISHWANATH NAKOD,   HARMONIUM-  VYAS MURTI KATTI",SARASWATI (NIGHT),ROOPAK,JAGE MORE BHAGA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,JAGE MORE BHAGA,,DELHI,,21-05-2015 15:31,21-05-2015 15:31,Ingest,1,1,53,,
414,Saraswati,IN-AIR-DSA-GT-M00-023056,10881-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY PT.PREM KUMAR MALIK, CUT- 01",PREM KUMAR MALLIK (VOCAL),,PT.PREM KUMAR MALIK,,VOCAL RECITAL,Vocal," PAKHAWAJ- KAUSHIK KUMAR MALIK,  SARANGI-  SANTOSH KR.MISHRA",SARASWATI (NIGHT),CHAUTAL,TERO HE GHYAN DHAYAN,,,,DHRUPAD,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 1,,,SILIGURI,,11-05-2015 14:50,11-05-2015 14:50,Ingest,1,1,58,,
415,Sawani_bihag,IN-AIR-DSA-GT-M00-024597,12437-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY DR. HARI CHARAN VERMA, CUT- 01",,,DR. HARI CHARAN VERMA,,VOCAL RECITAL,Vocal, TABLA-  SH. SUDHIR PANDAY   HARMONIUM-  ZAMIR AHMAD  SARANGI- PT. BHARAT BHUSHAN GOSWAMI,SAWANI BIHAG (NIGHT),TEEN TAL,DEVAN DEV MAHADEV,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,DELHI,,10-06-2015 12:37,10-06-2015 12:37,Ingest,1,1,29,,
416,Sawani_bihag,IN-AIR-DSA-GT-M00-024255,11950-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHANNO KHURANA,,,SHANNO KHURANA,,,Vocal," TABLA-  AKHTAR HASAN,  SARANGI- PT. BHARAT BHUSAN GOSWAMI,   HARMONIUM-  REHMAN QURESHI",SAWANI BIHAG (NIGHT),JHAPTAL,JANE AKAL SAB,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,JANE AKAL SAB,,DELHI,,03-06-2015 12:53,03-06-2015 12:53,Ingest,1,1,47,,
417,Shahana,IN-AIR-DSA-GT-M00-022164,8221-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHUBHADA PARADKAR (TAAL-MADHIYALAY JHAP TAAL & DRUT IN TEEN TAAL) PART 02,,,SHUBHADA PARADKAR,,,Vocal," VIOLIN-  MILIND AAYNGKAR, TABLA-  SAROD DATTA TRIYE GOPTE,  HARMONIUM-  GIRISH GOSWAMY, TANPURA- ANGLI JOSHI &  SHANEL ABHANKAR",SHAHANA (NIGHT),TEEN TAL,,,,,,," VIOLIN-  MILIND AAYNGKAR, TABLA-  SAROD DATTA TRIYE GOPTE,  HARMONIUM-  GIRISH GOSWAMY, TANPURA- ANGLI JOSHI &  SHANEL ABHANKAR",,,,,,,,,,,10-02-2015 11:45,10-02-2015 11:45,Ingest,1,1,54,,
418,Shahana,IN-AIR-DSA-GT-M00-023953,10857-1-1.wav,HINDUSTANI CLASSICAL VOCAL DUET BY USTAD NIYAZ AHMED & USTAD FAIYAZ AHMAD,NIYAZ & FAIYYAZ AHMED KHAN (USTAD) (VOCAL),,USTAD NIYAZ AHMED & USTAD FAIYAZ AHMAD,,,Vocal Duet,"  HARMONIUM-  NASIR AHMED KHAN,  TABLA-  MD. AHMED KHAN",SHAHANA (NIGHT),JHAPTAL,AVGUN BHARIYA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,AVGUN BHARIYA,,DELHI,,11-05-2015 12:16,11-05-2015 12:16,Ingest,1,1,56,,
419,,IN-AIR-DSA-GT-M00-032558,14508-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SHANNO KHURANA,,,,,,Vocal, TABLA-   AKHTAR HASSAN   HARMONIUM-   REHMAN QURESHI  SARANGI-  PT. BHARAT BHUSHAN GOSWAMI,TAPPA (ANYTIME),TAPPA TAL,MENDA MIYAN DIL PAR YAAR,,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-02,,,,,24-07-2015 16:28,24-07-2015 16:28,Ingest,1,1,22,,
420,Shankara,IN-AIR-DSA-GT-M00-024188,11693-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SULOCHANA BRIHASPATI,SULOCHANA BRIHASPATI (Vidushi) (VOCAL),,VIDUSHI SULOCHANA BRIHASPATI,,,Vocal,"TABLA-  SUDHIR PANDAY,  SARANGI-  ASIF ALI KHAN",SHANKARA (NIGHT),JHAPTAL,MATA BHAWANI JAGDAMBIKE,,,,,AKASHWANI SANGEET SAMMELAN SEPTEBER 2013 BEFORE INVITED AUDIENCE AT K L SEHGAL MEMORIAL HALL JALLANDHAR,,,,,,,PART 02,MATA BHAWANI JAGDAMBIKE,,JALANDHAR,,27-05-2015 11:57,27-05-2015 11:57,Ingest,1,1,31,,
421,Shankara,IN-AIR-DSA-GT-M00-024459,11928-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY BHOLA NATH MISHRA, CUT- 02",BHOLA NATH MISHRA (VOCAL),,BHOLA NATH MISHRA,,VOCAL RECITAL,Vocal, TABLA-  PRASUN CHATERJEE  SARANGI- PT. BHARAT BHUSAN GOSWAMI   HARMONIUM-  MEHMOOD DHAUL PURI,SHANKARA (NIGHT),JHAPTAL,JAY GANGE TARNI,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,03-06-2015 11:42,03-06-2015 11:42,Ingest,1,1,35,,
422,Shankara,IN-AIR-DSA-GT-M00-024120,11490-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PARMESHWAR HEGDE,PARMESHWAR HEGDE (VOCAL),,PARMESHWAR HEGDE,,,Vocal," TABLA-  VISHWANATH NAKOD,   HARMONIUM-  VYAS MURTI KATTI",SHANKARA (NIGHT),EK TAL,SHANKAR BHANDAR BOLE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,SHANKAR BHANDAR BOLE,,DELHI,,22-05-2015 15:06,22-05-2015 15:06,Ingest,1,1,40,,
423,Chandrakauns,IN-AIR-DSA-GT-M00-024462,11943-1-2.wav,"HINDUSTANI CLASSICAL VOCAL BY FALGUNI MITARA, CUT- 01",FALGUNI MITRA (VOCAL),,FALGUNI MITAR,,VOCAL RECITAL,Vocal, PAKHAWAJ- SHRI APURVA LAL MANNA   HARMONIUM-  SMT.  RUPASREE BHATTACHARYA,CHANDRAKAUNS (NIGHT),DHAMMAR,SAKALA BRAJ DHOOM MACHI,,,,DHAMMAR,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,KOLKATA,,03-06-2015 12:31,03-06-2015 12:31,Ingest,1,1,33,,
424,Shankara,IN-AIR-DSA-GT-M00-024687,12765-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY PURAVI PARIKH, CUT- 01",,,PURAVI PARIKH,,VOCAL RECITAL,Vocal,TABLA-  ANUTOSH DEGARIYA 	 SARANGI-  FAROOQ KHAN  HARMONIUM-  NIRANJAN LELE,SHANKARA (NIGHT),TEEN TAL,AAJ SUHAG KI RAIN,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,MUMBAI,,15-06-2015 11:51,15-06-2015 11:51,Ingest,1,1,50,,
